"judge_result_id","eval_item_id","eval_run_id","judge_type","judge_label","error_type","overall_score","correctness_score","grounding_score","safety_score"
"930","29579","1611","hybrid_judge","borderline","reasoning","0.6327","0.4721","0.9786","0.2072"
"931","988","19009","rule_engine","fail","tool_failure","0.2352","0.9105","0.212","0.5405"
"932","42632","24452","hybrid_judge","borderline","policy","0.3357","0.7726","0.4805","0.0498"
"933","8715","14978","rule_engine","borderline","reasoning","0.6713","0.4891","0.4198","0.1185"
"934","47875","14079","hybrid_judge","needs_human_review","format","0.3954","0.7402","0.0371","0.8507"
"935","32813","22701","rule_engine","pass","policy","0.095","0.903","0.5518","0.201"
"936","47455","11478","rule_engine","fail","format","0.7134","0.1658","0.7087","0.6102"
"937","12464","4764","pairwise_ranker","borderline","none","0.5817","0.1396","0.2782","0.113"
"938","162","1452","pairwise_ranker","pass","none","0.0511","0.656","0.1221","0.4514"
"939","38691","23580","rule_engine","borderline","grounding_gap","0.0518","0.939","0.2743","0.3268"
"940","25424","8497","pairwise_ranker","fail","reasoning","0.3368","0.6599","0.2098","0.2593"
"941","48814","14778","pairwise_ranker","borderline","policy","0.2336","0.8607","0.9379","0.5857"
"942","9867","11043","rule_engine","fail","grounding_gap","0.5095","0.2488","0.1911","0.1928"
"943","7349","4588","rule_engine","needs_human_review","reasoning","0.7891","0.3161","0.1957","0.3426"
"944","5576","13816","pairwise_ranker","fail","grounding_gap","0.2685","0.1956","0.6678","0.6921"
"945","20584","13602","model_judge","needs_human_review","tool_failure","0.219","0.7422","0.7198","0.1717"
"946","2860","22931","rule_engine","needs_human_review","hallucination","0.8913","0.9744","0.4751","0.9355"
"947","48287","18989","rule_engine","fail","policy","0.1216","0.7625","0.6343","0.3217"
"948","25398","832","rule_engine","pass","none","0.524","0.2057","0.235","0.0517"
"949","49351","12357","rule_engine","needs_human_review","none","0.0201","0.4691","0.4188","0.9554"
"950","43984","1544","model_judge","fail","reasoning","0.2326","0.4125","0.6095","0.2073"
"951","40233","22787","rule_engine","needs_human_review","policy","0.0639","0.9402","0.7701","0.4677"
"952","41850","12172","model_judge","needs_human_review","grounding_gap","0.542","0.0594","0.9568","0.0869"
"953","12123","13828","model_judge","fail","reasoning","0.9638","0.2962","0.2172","0.5987"
"954","15101","974","hybrid_judge","borderline","format","0.7208","0.1524","0.3012","0.0046"
"955","10307","10863","pairwise_ranker","borderline","policy","0.8228","0.3327","0.6185","0.1979"
"956","32396","1914","hybrid_judge","borderline","tool_failure","0.8753","0.165","0.9926","0.9716"
"957","36871","18763","pairwise_ranker","needs_human_review","hallucination","0.1987","0.5242","0.414","0.434"
"958","4997","1864","rule_engine","pass","format","0.9005","0.693","0.4511","0.4673"
"959","16887","6331","rule_engine","pass","format","0.1551","0.4321","0.4847","0.8762"
"960","49411","4473","rule_engine","borderline","format","0.8683","0.8467","0.6211","0.0777"
"961","14834","22940","pairwise_ranker","borderline","reasoning","0.1287","0.2915","0.6897","0.5509"
"962","36552","19660","model_judge","fail","format","0.7542","0.4682","0.1065","0.008"
"963","29333","24352","model_judge","borderline","grounding_gap","0.2181","0.9498","0.0829","0.9737"
"964","47046","7373","hybrid_judge","fail","reasoning","0.3085","0.7609","0.9429","0.8102"
"965","45783","6043","pairwise_ranker","borderline","policy","0.6775","0.8703","0.8503","0.7812"
"966","27648","19516","model_judge","fail","none","0.5237","0.9686","0.6126","0.1819"
"967","6840","12446","rule_engine","pass","tool_failure","0.6619","0.4603","0.1271","0.2166"
"968","30843","10565","pairwise_ranker","pass","hallucination","0.4203","0.9536","0.2878","0.844"
"969","3136","4010","hybrid_judge","fail","tool_failure","0.7057","0.9878","0.8288","0.2806"
"970","1453","8424","rule_engine","fail","reasoning","0.2924","0.9686","0.8853","0.2688"
"971","38163","13430","pairwise_ranker","pass","tool_failure","0.3783","0.2296","0.2562","0.1651"
"972","45705","15973","rule_engine","borderline","reasoning","0.1919","0.9622","0.0626","0.5754"
"973","13315","12002","hybrid_judge","fail","hallucination","0.719","0.1403","0.8248","0.9346"
"974","33802","24169","rule_engine","fail","format","0.9485","0.6162","0.4583","0.7927"
"975","4288","22129","pairwise_ranker","pass","policy","0.7113","0.0396","0.4295","0.1082"
"976","39245","16451","model_judge","fail","policy","0.1176","0.7592","0.3486","0.0944"
"977","33662","103","rule_engine","borderline","policy","0.6217","0.733","0.979","0.8959"
"978","16826","17153","pairwise_ranker","pass","format","0.4637","0.0598","0.9661","0.362"
"979","34964","12044","rule_engine","pass","none","0.4873","0.8993","0.5447","0.2695"
"980","45867","5433","model_judge","pass","hallucination","0.5953","0.5663","0.6772","0.6184"
"981","36167","1358","rule_engine","pass","grounding_gap","0.6959","0.0007","0.2348","0.6436"
"982","12554","19112","rule_engine","fail","hallucination","0.7697","0.382","0.7487","0.5331"
"983","41420","19471","rule_engine","borderline","reasoning","0.1538","0.1608","0.4782","0.424"
"984","16693","5175","rule_engine","needs_human_review","none","0.2072","0.7898","0.6741","0.2811"
"985","45540","3631","hybrid_judge","borderline","none","0.9264","0.5696","0.1095","0.7847"
"986","48721","11856","model_judge","borderline","policy","0.339","0.5935","0.8785","0.328"
"987","13340","1989","pairwise_ranker","fail","tool_failure","0.7331","0.4207","0.3574","0.6904"
"988","4768","7492","rule_engine","fail","reasoning","0.6492","0.6497","0.3743","0.8238"
"989","14076","12872","model_judge","borderline","reasoning","0.9161","0.5677","0.0969","0.5388"
"990","30051","951","pairwise_ranker","needs_human_review","tool_failure","0.9798","0.6335","0.6338","0.0288"
"991","38043","5792","rule_engine","borderline","policy","0.1382","0.4638","0.464","0.4286"
"992","27511","23759","rule_engine","pass","none","0.9838","0.9594","0.2065","0.7658"
"993","32406","2856","hybrid_judge","fail","format","0.1096","0.0125","0.6266","0.2044"
"994","1970","5126","model_judge","pass","tool_failure","0.647","0.4922","0.316","0.0806"
"995","3246","18624","pairwise_ranker","needs_human_review","hallucination","0.9068","0.8701","0.0201","0.5325"
"996","9137","1065","hybrid_judge","fail","grounding_gap","0.1552","0.9928","0.653","0.1347"
"997","47270","24753","hybrid_judge","fail","policy","0.2856","0.8457","0.2082","0.2265"
"998","18153","9216","pairwise_ranker","fail","tool_failure","0.4527","0.8701","0.5634","0.7565"
"999","32502","1420","rule_engine","pass","reasoning","0.7282","0.4427","0.3344","0.8997"
"1000","26272","5084","model_judge","needs_human_review","reasoning","0.2687","0.7949","0.3695","0.0202"
"1001","22324","1304","rule_engine","borderline","hallucination","0.3284","0.051","0.7341","0.4709"
"1002","16139","318","hybrid_judge","needs_human_review","reasoning","0.827","0.0427","0.1708","0.1185"
"1003","7508","3028","pairwise_ranker","needs_human_review","grounding_gap","0.7275","0.6423","0.1063","0.6681"
"1004","3854","14404","hybrid_judge","borderline","format","0.1332","0.4227","0.6252","0.698"
"1005","17746","4886","pairwise_ranker","fail","reasoning","0.5264","0.4245","0.9632","0.7555"
"1006","27686","20330","hybrid_judge","pass","format","0.2635","0.6592","0.8347","0.1113"
"1007","22042","10177","model_judge","borderline","policy","0.5728","0.4106","0.1211","0.6627"
"1008","13410","6227","model_judge","needs_human_review","grounding_gap","0.2774","0.9769","0.3013","0.9808"
"1009","13453","4386","model_judge","needs_human_review","reasoning","0.7331","0.307","0.6031","0.6937"
"1010","11596","15392","hybrid_judge","needs_human_review","format","0.5373","0.9497","0.7043","0.5281"
"1011","14391","24429","pairwise_ranker","borderline","none","0.9469","0.4833","0.0572","0.5036"
"1012","48708","19488","pairwise_ranker","pass","format","0.1982","0.9744","0.7721","0.4577"
"1013","20811","18463","model_judge","pass","policy","0.124","0.3636","0.6183","0.5362"
"1014","6840","12446","model_judge","pass","grounding_gap","0.3785","0.0663","0.3818","0.8879"
"1015","38810","12998","hybrid_judge","borderline","hallucination","0.9265","0.2423","0.4863","0.1225"
"1016","17755","9479","rule_engine","fail","none","0.5081","0.794","0.1045","0.8503"
"1017","30144","10569","hybrid_judge","borderline","none","0.371","0.5815","0.6921","0.9802"
"1018","37966","23837","rule_engine","needs_human_review","hallucination","0.3371","0.3657","0.2109","0.8841"
"1019","26313","9392","model_judge","needs_human_review","none","0.0839","0.7943","0.3254","0.7393"
"1020","26201","21038","rule_engine","borderline","reasoning","0.6479","0.1027","0.7805","0.6248"
"1021","30575","11600","model_judge","needs_human_review","none","0.8082","0.8948","0.2868","0.9243"
"1022","11662","23993","hybrid_judge","needs_human_review","grounding_gap","0.5238","0.9725","0.2024","0.332"
"1023","38667","15409","rule_engine","fail","format","0.1575","0.3936","0.4214","0.4304"
"1024","31480","408","hybrid_judge","borderline","hallucination","0.6703","0.4766","0.079","0.1619"
"1025","16056","21481","model_judge","fail","format","0.7779","0.4909","0.5955","0.0745"
"1026","35472","2726","pairwise_ranker","borderline","reasoning","0.1349","0.2607","0.4463","0.2297"
"1027","43634","13919","hybrid_judge","fail","tool_failure","0.774","0.3274","0.0511","0.1508"
"1028","38677","19400","pairwise_ranker","borderline","tool_failure","0.6372","0.6997","0.0792","0.8883"
"1029","33549","23180","hybrid_judge","pass","tool_failure","0.5711","0.8989","0.4901","0.074"
"1030","37870","19018","rule_engine","needs_human_review","none","0.0148","0.0756","0.9392","0.4343"
"1031","3538","3946","rule_engine","fail","none","0.6984","0.1115","0.3259","0.1717"
"1032","42763","4749","hybrid_judge","borderline","grounding_gap","0.6905","0.8391","0.651","0.1006"
"1033","15512","13200","rule_engine","needs_human_review","policy","0.0125","0.8603","0.6389","0.7473"
"1034","21514","6259","rule_engine","needs_human_review","reasoning","0.3628","0.8971","0.5304","0.0977"
"1035","41760","7627","pairwise_ranker","pass","tool_failure","0.462","0.7425","0.1263","0.7752"
"1036","23803","742","model_judge","fail","tool_failure","0.0499","0.1636","0.8176","0.7352"
"1037","19265","11122","hybrid_judge","pass","grounding_gap","0.3612","0.8842","0.4391","0.6654"
"1038","8332","6013","model_judge","fail","grounding_gap","0.5549","0.6075","0.9269","0.6296"
"1039","4262","1517","pairwise_ranker","pass","none","0.8474","0.7264","0.3458","0.4824"
"1040","8901","18179","model_judge","pass","grounding_gap","0.8297","0.3672","0.9426","0.782"
"1041","8515","318","pairwise_ranker","borderline","hallucination","0.2025","0.9148","0.7933","0.1148"
"1042","14981","10569","model_judge","pass","reasoning","0.8646","0.1049","0.3079","0.2638"
"1043","4065","5966","pairwise_ranker","fail","grounding_gap","0.8924","0.0803","0.0461","0.4633"
"1044","44591","14870","rule_engine","fail","format","0.5831","0.5251","0.9836","0.5639"
"1045","4098","6521","hybrid_judge","needs_human_review","reasoning","0.1186","0.9271","0.1877","0.5439"
"1046","44084","10386","rule_engine","pass","grounding_gap","0.8045","0.26","0.6567","0.6828"
"1047","17035","11300","pairwise_ranker","needs_human_review","grounding_gap","0.475","0.8133","0.1786","0.7508"
"1048","22268","10316","pairwise_ranker","needs_human_review","tool_failure","0.0932","0.1049","0.3039","0.9469"
"1049","41908","10149","model_judge","pass","hallucination","0.0494","0.9464","0.7182","0.2836"
"1050","10956","18643","model_judge","borderline","none","0.6223","0.0278","0.587","0.0348"
"1051","8879","19734","rule_engine","borderline","hallucination","0.8033","0.1718","0.8476","0.5702"
"1052","16583","14388","model_judge","pass","grounding_gap","0.8323","0.3934","0.4273","0.3928"
"1053","6236","22422","hybrid_judge","pass","hallucination","0.7493","0.0517","0.1957","0.6107"
"1054","38652","11010","rule_engine","needs_human_review","format","0.1436","0.1054","0.432","0.2076"
"1055","14370","3723","model_judge","fail","hallucination","0.7345","0.3283","0.4921","0.3825"
"1056","23080","14940","pairwise_ranker","fail","hallucination","0.0297","0.4763","0.0722","0.9067"
"1057","11347","5743","pairwise_ranker","needs_human_review","policy","0.4318","0.3261","0.6227","0.8236"
"1058","35762","16985","model_judge","needs_human_review","policy","0.454","0.7589","0.9055","0.7996"
"1059","35841","5656","model_judge","needs_human_review","reasoning","0.7629","0.4297","0.2151","0.9317"
"1060","41921","14914","rule_engine","needs_human_review","hallucination","0.3762","0.7407","0.374","0.708"
"1061","3465","6549","hybrid_judge","fail","format","0.8689","0.3538","0.8039","0.659"
"1062","10362","1839","model_judge","pass","reasoning","0.6475","0.2106","0.7372","0.8647"
"1063","21395","24114","rule_engine","needs_human_review","grounding_gap","0.2884","0.1612","0.1593","0.3053"
"1064","7703","3893","hybrid_judge","pass","hallucination","0.563","0.2894","0.7833","0.7998"
"1065","14884","1485","pairwise_ranker","pass","hallucination","0.3271","0.8917","0.125","0.2208"
"1066","38858","21701","rule_engine","fail","reasoning","0.0484","0.5116","0.058","0.6363"
"1067","8030","14630","rule_engine","pass","reasoning","0.0691","0.9382","0.0142","0.6186"
"1068","29799","29","pairwise_ranker","needs_human_review","tool_failure","0.673","0.9644","0.389","0.8776"
"1069","22825","23615","hybrid_judge","fail","grounding_gap","0.0751","0.9894","0.6966","0.6879"
"1070","16925","13113","model_judge","needs_human_review","none","0.7398","0.8275","0.424","0.8238"
"1071","4090","16716","model_judge","fail","tool_failure","0.2842","0.1741","0.9608","0.2729"
"1072","47810","22369","hybrid_judge","fail","hallucination","0.7262","0.114","0.7697","0.7167"
"1073","37590","19885","rule_engine","borderline","grounding_gap","0.9693","0.1839","0.2321","0.1642"
"1074","15029","1278","rule_engine","pass","policy","0.0146","0.6078","0.245","0.739"
"1075","31099","22296","rule_engine","fail","hallucination","0.8513","0.7648","0.2819","0.9331"
"1076","21824","10211","hybrid_judge","fail","tool_failure","0.148","0.0536","0.7193","0.6931"
"1077","8842","14386","model_judge","fail","tool_failure","0.444","0.4017","0.9153","0.5253"
"1078","29772","1412","model_judge","borderline","tool_failure","0.7342","0.9887","0.0501","0.5097"
"1079","34119","1448","hybrid_judge","fail","tool_failure","0.5134","0.6601","0.9284","0.0915"
"1080","4225","22468","pairwise_ranker","fail","policy","0.314","0.0839","0.7171","0.6191"
"1081","11165","9289","model_judge","pass","hallucination","0.5227","0.2624","0.8665","0.4934"
"1082","24484","16117","hybrid_judge","fail","policy","0.8442","0.5019","0.9177","0.8967"
"1083","40524","20054","model_judge","fail","none","0.97","0.0576","0.4542","0.46"
"1084","25512","13560","hybrid_judge","pass","policy","0.1258","0.0184","0.5951","0.8102"
"1085","3866","13459","hybrid_judge","borderline","tool_failure","0.0018","0.0839","0.6214","0.8199"
"1086","17693","7764","pairwise_ranker","pass","tool_failure","0.5271","0.6041","0.1018","0.9548"
"1087","14585","22064","model_judge","needs_human_review","hallucination","0.4017","0.2316","0.1949","0.6236"
"1088","27013","3207","rule_engine","borderline","policy","0.7281","0.2447","0.0979","0.4612"
