attendance_id,employee_id,period_month,scheduled_workdays,present_days,remote_work_days,sick_leave_days,unpaid_leave_days,overtime_hours,attendance_rate
AT002083,E0174,2026-03-01,21,20,6,0,1,0,0.9524
AT002084,E0174,2026-04-01,20,20,0,0,0,0,1.0
AT002085,E0174,2026-05-01,20,20,5,0,0,2.5,1.0
AT002086,E0174,2026-06-01,20,20,2,0,0,3.9,1.0
AT002087,E0174,2026-07-01,20,20,2,0,0,0,1.0
AT002088,E0174,2026-08-01,20,20,7,0,0,0.6,1.0
AT002089,E0175,2025-09-01,23,23,5,0,0,2.1,1.0
AT002090,E0175,2025-10-01,22,21,3,1,0,0.6,0.9545
AT002091,E0175,2025-11-01,21,20,4,0,1,0,0.9524
AT002092,E0175,2025-12-01,23,23,6,0,0,0,1.0
AT002093,E0175,2026-01-01,23,23,8,0,0,4.2,1.0
AT002094,E0175,2026-02-01,20,20,7,0,0,0.2,1.0
AT002095,E0175,2026-03-01,23,23,1,0,0,0,1.0
AT002096,E0175,2026-04-01,21,21,6,0,0,0,1.0
AT002097,E0175,2026-05-01,23,23,0,0,0,5.2,1.0
AT002098,E0175,2026-06-01,23,23,8,0,0,3.9,1.0
AT002099,E0175,2026-07-01,23,23,8,0,0,0,1.0
AT002100,E0175,2026-08-01,20,20,4,0,0,3.4,1.0
AT002101,E0176,2025-09-01,21,21,1,0,0,0,1.0
AT002102,E0176,2025-10-01,22,21,8,1,0,0,0.9545
AT002103,E0176,2025-11-01,20,19,4,1,0,1.6,0.95
AT002104,E0176,2025-12-01,22,22,2,0,0,4.3,1.0
AT002105,E0176,2026-01-01,22,21,8,0,1,3.6,0.9545
AT002106,E0176,2026-02-01,20,20,5,0,0,3.1,1.0
AT002107,E0176,2026-03-01,21,21,5,0,0,1.7,1.0
AT002108,E0176,2026-04-01,22,21,8,1,0,3.3,0.9545
AT002109,E0176,2026-05-01,20,20,6,0,0,0,1.0
AT002110,E0176,2026-06-01,20,20,7,0,0,0.4,1.0
AT002111,E0176,2026-07-01,21,21,3,0,0,3.4,1.0
AT002112,E0176,2026-08-01,20,19,7,1,0,0,0.95
AT002113,E0177,2025-09-01,21,21,8,0,0,0,1.0
AT002114,E0177,2025-10-01,21,20,8,1,0,3.3,0.9524
AT002115,E0177,2025-11-01,23,23,2,0,0,4.6,1.0
AT002116,E0177,2025-12-01,21,21,0,0,0,0,1.0
AT002117,E0177,2026-01-01,21,20,1,1,0,0,0.9524
AT002118,E0177,2026-02-01,22,22,5,0,0,0.9,1.0
AT002119,E0177,2026-03-01,20,20,3,0,0,5.0,1.0
AT002120,E0177,2026-04-01,22,22,2,0,0,4.9,1.0
AT002121,E0177,2026-05-01,20,20,0,0,0,0,1.0
AT002122,E0177,2026-06-01,22,22,5,0,0,0,1.0
AT002123,E0177,2026-07-01,23,23,3,0,0,5.7,1.0
AT002124,E0177,2026-08-01,20,20,5,0,0,3.0,1.0
AT002125,E0178,2025-09-01,22,22,1,0,0,0,1.0
AT002126,E0178,2025-10-01,23,23,4,0,0,0,1.0
AT002127,E0178,2025-11-01,22,22,0,0,0,0,1.0
AT002128,E0178,2025-12-01,23,22,6,1,0,0.4,0.9565
AT002129,E0178,2026-01-01,20,19,6,1,0,3.9,0.95
AT002130,E0178,2026-02-01,21,20,2,1,0,4.1,0.9524
AT002131,E0178,2026-03-01,21,21,6,0,0,0.4,1.0
AT002132,E0178,2026-04-01,20,20,3,0,0,0,1.0
AT002133,E0178,2026-05-01,20,20,7,0,0,1.8,1.0
AT002134,E0178,2026-06-01,22,22,7,0,0,0.6,1.0
AT002135,E0178,2026-07-01,21,21,2,0,0,0,1.0
AT002136,E0178,2026-08-01,23,23,1,0,0,3.8,1.0
AT002137,E0179,2025-09-01,21,21,6,0,0,4.1,1.0
AT002138,E0179,2025-10-01,20,20,4,0,0,0,1.0
AT002139,E0179,2025-11-01,23,23,0,0,0,0,1.0
AT002140,E0179,2025-12-01,20,20,2,0,0,0,1.0
AT002141,E0179,2026-01-01,21,21,3,0,0,4.2,1.0
AT002142,E0179,2026-02-01,23,23,6,0,0,2.0,1.0
AT002143,E0179,2026-03-01,22,22,4,0,0,0.1,1.0
AT002144,E0179,2026-04-01,22,22,7,0,0,0,1.0
AT002145,E0179,2026-05-01,23,23,1,0,0,3.1,1.0
AT002146,E0179,2026-06-01,21,20,2,1,0,0,0.9524
AT002147,E0179,2026-07-01,22,21,8,1,0,0,0.9545
AT002148,E0179,2026-08-01,20,20,4,0,0,4.2,1.0
AT002149,E0180,2025-09-01,21,21,0,0,0,1.2,1.0
AT002150,E0180,2025-10-01,23,22,6,1,0,3.6,0.9565
AT002151,E0180,2025-11-01,21,21,5,0,0,0,1.0
AT002152,E0180,2025-12-01,22,22,1,0,0,0.2,1.0
AT002153,E0180,2026-01-01,23,23,2,0,0,0,1.0
AT002154,E0180,2026-02-01,20,20,0,0,0,0,1.0
AT002155,E0180,2026-03-01,22,22,2,0,0,0,1.0
AT002156,E0180,2026-04-01,20,20,2,0,0,5.0,1.0
AT002157,E0180,2026-05-01,23,23,8,0,0,0,1.0
AT002158,E0180,2026-06-01,23,23,0,0,0,0,1.0
AT002159,E0180,2026-07-01,20,19,4,1,0,0,0.95
AT002160,E0180,2026-08-01,20,20,8,0,0,3.9,1.0
AT002161,E0181,2025-09-01,23,23,0,0,0,8.1,1.0
AT002162,E0181,2025-10-01,21,21,5,0,0,4.1,1.0
AT002163,E0181,2025-11-01,21,21,5,0,0,5.0,1.0
AT002164,E0181,2025-12-01,22,22,5,0,0,3.4,1.0
AT002165,E0181,2026-01-01,21,21,1,0,0,4.5,1.0
AT002166,E0181,2026-02-01,20,20,3,0,0,6.8,1.0
AT002167,E0181,2026-03-01,20,20,8,0,0,0,1.0
AT002168,E0181,2026-04-01,22,22,8,0,0,1.3,1.0
AT002169,E0181,2026-05-01,20,20,1,0,0,4.6,1.0
AT002170,E0181,2026-06-01,22,22,7,0,0,0,1.0
AT002171,E0181,2026-07-01,23,23,4,0,0,7.7,1.0
AT002172,E0181,2026-08-01,20,20,8,0,0,0,1.0
AT002173,E0182,2025-09-01,21,20,3,1,0,3.0,0.9524
AT002174,E0182,2025-10-01,21,20,7,0,1,4.4,0.9524
AT002175,E0182,2025-11-01,21,21,1,0,0,0,1.0
AT002176,E0182,2025-12-01,22,22,4,0,0,0,1.0
AT002177,E0182,2026-01-01,22,22,4,0,0,0,1.0
AT002178,E0182,2026-02-01,21,21,4,0,0,0.5,1.0
AT002179,E0182,2026-03-01,21,21,4,0,0,0,1.0
AT002180,E0182,2026-04-01,22,21,3,1,0,0,0.9545
AT002181,E0182,2026-05-01,23,22,3,1,0,0,0.9565
AT002182,E0182,2026-06-01,20,20,6,0,0,1.1,1.0
AT002183,E0182,2026-07-01,20,20,0,0,0,0.7,1.0
AT002184,E0182,2026-08-01,21,21,8,0,0,0,1.0
AT002185,E0183,2025-09-01,21,21,5,0,0,0,1.0
AT002186,E0183,2025-10-01,23,23,7,0,0,3.4,1.0
AT002187,E0183,2025-11-01,23,23,1,0,0,6.0,1.0
AT002188,E0183,2025-12-01,22,22,2,0,0,0.3,1.0
AT002189,E0183,2026-01-01,23,23,4,0,0,0,1.0
AT002190,E0183,2026-02-01,23,23,0,0,0,0,1.0
AT002191,E0183,2026-03-01,21,20,8,0,1,4.8,0.9524
AT002192,E0183,2026-04-01,22,22,1,0,0,0,1.0
AT002193,E0183,2026-05-01,21,21,8,0,0,0,1.0
AT002194,E0183,2026-06-01,20,20,2,0,0,0,1.0
AT002195,E0183,2026-07-01,20,19,5,0,1,3.8,0.95
AT002196,E0183,2026-08-01,21,21,6,0,0,3.8,1.0
AT002197,E0184,2025-09-01,20,20,4,0,0,0.5,1.0
AT002198,E0184,2025-10-01,20,19,8,1,0,5.0,0.95
AT002199,E0184,2025-11-01,20,20,6,0,0,0.5,1.0
AT002200,E0184,2025-12-01,22,22,0,0,0,0,1.0
AT002201,E0184,2026-01-01,20,20,8,0,0,1.3,1.0
AT002202,E0184,2026-02-01,20,20,3,0,0,0,1.0
AT002203,E0184,2026-03-01,23,23,2,0,0,4.2,1.0
AT002204,E0184,2026-04-01,22,22,1,0,0,0,1.0
AT002205,E0184,2026-05-01,21,20,8,1,0,0,0.9524
AT002206,E0184,2026-06-01,23,22,2,1,0,0,0.9565
AT002207,E0184,2026-07-01,23,23,8,0,0,0,1.0
AT002208,E0184,2026-08-01,20,20,8,0,0,0.5,1.0
AT002209,E0185,2025-09-01,20,20,7,0,0,0,1.0
AT002210,E0185,2025-10-01,20,20,7,0,0,6.5,1.0
AT002211,E0185,2025-11-01,22,22,4,0,0,6.4,1.0
AT002212,E0185,2025-12-01,20,20,7,0,0,2.6,1.0
AT002213,E0185,2026-01-01,20,20,2,0,0,7.5,1.0
AT002214,E0185,2026-02-01,20,20,4,0,0,0,1.0
AT002215,E0185,2026-03-01,20,19,6,0,1,4.2,0.95
AT002216,E0185,2026-04-01,20,20,3,0,0,0.1,1.0
AT002217,E0185,2026-05-01,22,22,4,0,0,0,1.0
AT002218,E0185,2026-06-01,23,22,4,0,1,4.6,0.9565
AT002219,E0185,2026-07-01,21,20,6,1,0,4.1,0.9524
AT002220,E0185,2026-08-01,22,21,4,0,1,7.8,0.9545
AT002221,E0186,2025-09-01,21,21,2,0,0,0,1.0
AT002222,E0186,2025-10-01,23,23,4,0,0,4.7,1.0
AT002223,E0186,2025-11-01,22,22,5,0,0,0.3,1.0
AT002224,E0186,2025-12-01,21,21,7,0,0,0,1.0
AT002225,E0186,2026-01-01,20,20,1,0,0,0,1.0
AT002226,E0186,2026-02-01,23,23,6,0,0,0,1.0
AT002227,E0186,2026-03-01,20,20,4,0,0,5.6,1.0
AT002228,E0186,2026-04-01,21,21,1,0,0,0.2,1.0
AT002229,E0186,2026-05-01,20,20,1,0,0,0,1.0
AT002230,E0186,2026-06-01,22,22,6,0,0,3.3,1.0
AT002231,E0186,2026-07-01,23,23,4,0,0,5.0,1.0
AT002232,E0186,2026-08-01,22,22,5,0,0,0,1.0
AT002233,E0187,2025-09-01,20,20,0,0,0,4.0,1.0
AT002234,E0187,2025-10-01,22,22,7,0,0,0,1.0
AT002235,E0187,2025-11-01,20,19,6,1,0,0,0.95
AT002236,E0187,2025-12-01,21,20,6,1,0,0,0.9524
AT002237,E0187,2026-01-01,21,20,7,1,0,4.5,0.9524
AT002238,E0187,2026-02-01,23,23,6,0,0,0,1.0
AT002239,E0187,2026-03-01,21,20,3,1,0,3.8,0.9524
AT002240,E0187,2026-04-01,23,23,0,0,0,0,1.0
AT002241,E0187,2026-05-01,20,20,1,0,0,0.9,1.0
AT002242,E0187,2026-06-01,20,20,4,0,0,2.3,1.0
AT002243,E0187,2026-07-01,21,20,0,1,0,3.4,0.9524
AT002244,E0187,2026-08-01,22,21,5,1,0,0,0.9545
AT002245,E0188,2025-09-01,22,21,2,0,1,5.8,0.9545
AT002246,E0188,2025-10-01,21,20,5,0,1,4.7,0.9524
AT002247,E0188,2025-11-01,21,21,2,0,0,9.2,1.0
AT002248,E0188,2025-12-01,20,19,1,1,0,9.6,0.95
AT002249,E0188,2026-01-01,22,22,0,0,0,5.4,1.0
AT002250,E0188,2026-02-01,22,21,0,1,0,4.4,0.9545
AT002251,E0188,2026-03-01,21,21,1,0,0,11.8,1.0
AT002252,E0188,2026-04-01,23,23,2,0,0,9.7,1.0
AT002253,E0188,2026-05-01,20,20,5,0,0,7.1,1.0
AT002254,E0188,2026-06-01,20,20,5,0,0,8.0,1.0
AT002255,E0188,2026-07-01,20,19,7,1,0,2.5,0.95
AT002256,E0188,2026-08-01,20,20,1,0,0,2.9,1.0
AT002257,E0189,2025-09-01,20,20,3,0,0,4.7,1.0
AT002258,E0189,2025-10-01,22,22,3,0,0,2.9,1.0
AT002259,E0189,2025-11-01,22,22,3,0,0,0,1.0
AT002260,E0189,2025-12-01,23,23,3,0,0,0,1.0
AT002261,E0189,2026-01-01,20,20,8,0,0,1.8,1.0
AT002262,E0189,2026-02-01,22,22,6,0,0,0,1.0
AT002263,E0189,2026-03-01,23,23,1,0,0,0,1.0
AT002264,E0189,2026-04-01,23,23,0,0,0,0,1.0
AT002265,E0189,2026-05-01,23,22,7,0,1,1.6,0.9565
AT002266,E0189,2026-06-01,23,23,7,0,0,0,1.0
AT002267,E0189,2026-07-01,22,22,5,0,0,3.2,1.0
AT002268,E0189,2026-08-01,22,22,3,0,0,0,1.0
AT002269,E0190,2025-09-01,23,23,4,0,0,0,1.0
AT002270,E0190,2025-10-01,21,21,5,0,0,5.2,1.0
AT002271,E0190,2025-11-01,23,22,6,1,0,0,0.9565
AT002272,E0190,2025-12-01,21,21,6,0,0,3.6,1.0
AT002273,E0190,2026-01-01,20,20,7,0,0,0.7,1.0
AT002274,E0190,2026-02-01,20,20,7,0,0,0,1.0
AT002275,E0190,2026-03-01,20,20,0,0,0,3.7,1.0
AT002276,E0190,2026-04-01,22,20,5,1,1,4.8,0.9091
AT002277,E0190,2026-05-01,23,23,8,0,0,5.1,1.0
AT002278,E0190,2026-06-01,23,22,7,1,0,0,0.9565
AT002279,E0190,2026-07-01,23,23,5,0,0,0,1.0
AT002280,E0190,2026-08-01,23,22,8,1,0,0,0.9565
AT002281,E0191,2025-09-01,20,20,6,0,0,0,1.0
AT002282,E0191,2025-10-01,20,20,8,0,0,3.7,1.0
AT002283,E0191,2025-11-01,23,23,7,0,0,3.1,1.0
AT002284,E0191,2025-12-01,23,22,4,1,0,4.9,0.9565
AT002285,E0191,2026-01-01,20,20,5,0,0,0.8,1.0
AT002286,E0191,2026-02-01,21,20,5,1,0,0,0.9524
AT002287,E0191,2026-03-01,20,20,6,0,0,0.8,1.0
AT002288,E0191,2026-04-01,22,22,1,0,0,3.6,1.0
AT002289,E0191,2026-05-01,21,19,1,1,1,0,0.9048
AT002290,E0191,2026-06-01,20,20,3,0,0,0.7,1.0
AT002291,E0191,2026-07-01,21,20,3,1,0,1.3,0.9524
AT002292,E0191,2026-08-01,23,22,0,1,0,0,0.9565
AT002293,E0192,2025-09-01,22,22,1,0,0,0,1.0
AT002294,E0192,2025-10-01,20,20,3,0,0,0,1.0
AT002295,E0192,2025-11-01,20,20,0,0,0,1.5,1.0
AT002296,E0192,2025-12-01,23,22,8,0,1,0,0.9565
AT002297,E0192,2026-01-01,20,20,6,0,0,5.8,1.0
AT002298,E0192,2026-02-01,23,23,2,0,0,4.5,1.0
AT002299,E0192,2026-03-01,22,22,2,0,0,0,1.0
AT002300,E0192,2026-04-01,22,22,1,0,0,5.0,1.0
AT002301,E0192,2026-05-01,22,21,0,1,0,0,0.9545
AT002302,E0192,2026-06-01,20,20,0,0,0,3.0,1.0
AT002303,E0192,2026-07-01,20,20,7,0,0,0,1.0
AT002304,E0192,2026-08-01,23,23,1,0,0,0,1.0
AT002305,E0193,2025-09-01,21,21,0,0,0,3.8,1.0
AT002306,E0193,2025-10-01,21,21,3,0,0,0,1.0
AT002307,E0193,2025-11-01,21,21,3,0,0,0,1.0
AT002308,E0193,2025-12-01,23,21,0,1,1,5.0,0.913
AT002309,E0193,2026-01-01,20,20,1,0,0,0,1.0
AT002310,E0193,2026-02-01,22,22,0,0,0,0.1,1.0
AT002311,E0193,2026-03-01,22,22,6,0,0,0.5,1.0
AT002312,E0193,2026-04-01,22,22,8,0,0,1.3,1.0
AT002313,E0193,2026-05-01,23,23,2,0,0,0,1.0
AT002314,E0193,2026-06-01,23,23,4,0,0,0,1.0
AT002315,E0193,2026-07-01,23,22,5,1,0,1.1,0.9565
AT002316,E0193,2026-08-01,23,23,7,0,0,0.4,1.0
AT002317,E0194,2025-09-01,21,21,7,0,0,1.8,1.0
AT002318,E0194,2025-10-01,22,22,3,0,0,2.9,1.0
AT002319,E0194,2025-11-01,23,23,1,0,0,0,1.0
AT002320,E0194,2025-12-01,21,21,2,0,0,1.0,1.0
AT002321,E0194,2026-01-01,21,21,4,0,0,3.5,1.0
AT002322,E0194,2026-02-01,22,22,1,0,0,0.3,1.0
AT002323,E0194,2026-03-01,21,20,5,1,0,0,0.9524
AT002324,E0194,2026-04-01,22,21,1,1,0,1.6,0.9545
AT002325,E0194,2026-05-01,22,22,8,0,0,0,1.0
AT002326,E0194,2026-06-01,22,22,6,0,0,2.6,1.0
AT002327,E0194,2026-07-01,20,20,0,0,0,0,1.0
AT002328,E0194,2026-08-01,22,22,2,0,0,0.9,1.0
AT002329,E0195,2025-09-01,23,22,2,0,1,0,0.9565
AT002330,E0195,2025-10-01,22,21,7,1,0,2.0,0.9545
AT002331,E0195,2025-11-01,23,23,1,0,0,2.1,1.0
AT002332,E0195,2025-12-01,21,21,2,0,0,1.6,1.0
AT002333,E0195,2026-01-01,22,22,5,0,0,0,1.0
AT002334,E0195,2026-02-01,22,21,1,1,0,0,0.9545
AT002335,E0195,2026-03-01,21,20,0,0,1,0,0.9524
AT002336,E0195,2026-04-01,22,22,5,0,0,0,1.0
AT002337,E0195,2026-05-01,20,19,0,0,1,0.5,0.95
AT002338,E0195,2026-06-01,23,23,5,0,0,5.1,1.0
AT002339,E0195,2026-07-01,20,20,3,0,0,4.0,1.0
AT002340,E0195,2026-08-01,21,20,1,0,1,2.1,0.9524
AT002341,E0196,2025-09-01,21,20,6,1,0,0,0.9524
AT002342,E0196,2025-10-01,23,23,6,0,0,3.7,1.0
AT002343,E0196,2025-11-01,21,21,8,0,0,0,1.0
AT002344,E0196,2025-12-01,21,21,0,0,0,0,1.0
AT002345,E0196,2026-01-01,20,20,5,0,0,0,1.0
AT002346,E0196,2026-02-01,21,21,1,0,0,0,1.0
AT002347,E0196,2026-03-01,20,20,3,0,0,0.3,1.0
AT002348,E0196,2026-04-01,21,20,8,1,0,0,0.9524
AT002349,E0196,2026-05-01,23,23,8,0,0,4.2,1.0
AT002350,E0196,2026-06-01,21,21,5,0,0,0,1.0
AT002351,E0196,2026-07-01,22,22,6,0,0,0,1.0
AT002352,E0196,2026-08-01,21,21,8,0,0,0,1.0
AT002353,E0197,2025-09-01,22,22,7,0,0,3.1,1.0
AT002354,E0197,2025-10-01,22,21,0,1,0,0,0.9545
AT002355,E0197,2025-11-01,21,21,1,0,0,1.8,1.0
AT002356,E0197,2025-12-01,22,21,4,1,0,4.3,0.9545
AT002357,E0197,2026-01-01,21,21,6,0,0,0,1.0
AT002358,E0197,2026-02-01,22,21,7,1,0,0,0.9545
AT002359,E0197,2026-03-01,22,21,0,0,1,0,0.9545
AT002360,E0197,2026-04-01,21,20,8,0,1,0,0.9524
AT002361,E0197,2026-05-01,21,21,3,0,0,3.7,1.0
AT002362,E0197,2026-06-01,23,23,7,0,0,0,1.0
AT002363,E0197,2026-07-01,20,20,4,0,0,1.4,1.0
AT002364,E0197,2026-08-01,20,20,6,0,0,0.9,1.0
AT002365,E0198,2025-09-01,21,21,8,0,0,0,1.0
AT002366,E0198,2025-10-01,23,23,1,0,0,0,1.0
AT002367,E0198,2025-11-01,23,23,4,0,0,1.3,1.0
AT002368,E0198,2025-12-01,20,18,4,1,1,1.4,0.9
AT002369,E0198,2026-01-01,23,23,0,0,0,0,1.0
AT002370,E0198,2026-02-01,22,22,8,0,0,4.6,1.0
AT002371,E0198,2026-03-01,22,22,7,0,0,0.9,1.0
AT002372,E0198,2026-04-01,21,21,2,0,0,2.9,1.0
AT002373,E0198,2026-05-01,21,21,2,0,0,0,1.0
AT002374,E0198,2026-06-01,22,22,4,0,0,5.6,1.0
AT002375,E0198,2026-07-01,20,20,8,0,0,2.6,1.0
AT002376,E0198,2026-08-01,22,22,8,0,0,2.3,1.0
AT002377,E0199,2025-09-01,20,20,1,0,0,3.8,1.0
AT002378,E0199,2025-10-01,21,20,6,0,1,1.7,0.9524
AT002379,E0199,2025-11-01,21,21,1,0,0,3.7,1.0
AT002380,E0199,2025-12-01,22,22,2,0,0,3.9,1.0
AT002381,E0199,2026-01-01,20,20,5,0,0,0,1.0
AT002382,E0199,2026-02-01,20,20,0,0,0,1.8,1.0
AT002383,E0199,2026-03-01,22,22,4,0,0,3.5,1.0
AT002384,E0199,2026-04-01,22,22,3,0,0,0,1.0
AT002385,E0199,2026-05-01,22,21,0,1,0,0,0.9545
AT002386,E0199,2026-06-01,21,21,8,0,0,2.2,1.0
AT002387,E0199,2026-07-01,20,20,7,0,0,0,1.0
AT002388,E0199,2026-08-01,20,20,8,0,0,3.1,1.0
AT002389,E0200,2025-09-01,21,21,7,0,0,0,1.0
AT002390,E0200,2025-10-01,20,20,7,0,0,0,1.0
AT002391,E0200,2025-11-01,22,21,5,1,0,3.7,0.9545
AT002392,E0200,2025-12-01,20,20,7,0,0,0,1.0
AT002393,E0200,2026-01-01,20,20,6,0,0,1.9,1.0
AT002394,E0200,2026-02-01,23,23,3,0,0,0,1.0
AT002395,E0200,2026-03-01,20,20,6,0,0,0.5,1.0
AT002396,E0200,2026-04-01,21,21,2,0,0,0,1.0
AT002397,E0200,2026-05-01,21,21,6,0,0,4.9,1.0
AT002398,E0200,2026-06-01,22,22,8,0,0,1.8,1.0
AT002399,E0200,2026-07-01,21,21,6,0,0,0,1.0
AT002400,E0200,2026-08-01,20,20,8,0,0,4.4,1.0
