access_decision_id,decision_time,user_id,assigned_roles,requested_permission,resource_type,resource_id,decision,decision_reason,policy_engine,zero_trust_checks,session_risk_score
ACD00691,2026-07-04T02:24:00,U0196,Employee,project.assign,document,DOC010,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.473
ACD00692,2026-07-24T13:53:00,U0077,Employee,approval.review,purchase_request,PUR0084,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.528
ACD00693,2026-07-16T11:04:00,U0182,Employee,leave.read_own,audit_log,AUD001508,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.758
ACD00694,2026-01-31T20:35:00,U0095,Employee,employee.read_sensitive,employee,E0180,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.651
ACD00695,2026-02-27T20:59:00,U0049,Employee,document.read_hr,document,DOC012,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.46
ACD00696,2026-03-22T20:26:00,U0050,Employee,evaluation.read,task,T00333,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.342
ACD00697,2026-02-05T12:38:00,U0049,Employee,expense.approve,audit_log,AUD004933,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.556
ACD00698,2026-05-18T07:12:00,U0035,Employee,task.read,task,T00271,ALLOW,Permission granted by one or more assigned roles.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.894
ACD00699,2026-06-28T10:37:00,U0195,Employee|Executive,evaluation.manage,sales_order,SO004972,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.025
ACD00700,2026-02-21T15:58:00,U0174,Employee,document.upload,task,T00096,DENY,No assigned role grants the requested permission.,deterministic_rbac_v1,authenticated|active_account|role_verified|resource_scope_checked,0.662
