agent_execution_log_id,workflow_run_id,sequence_number,agent_id,tool_id,started_at,completed_at,duration_ms,input_summary,output_summary,status,confidence_score,input_tokens,output_tokens,estimated_cost_usd,error_type
AEL000523,WFR00143,3,A006,TOOL019,2026-02-23T12:48:01.010000,2026-02-23T12:48:01.642000,632,Can the sales manager grant a 22 percent discount?,Sales aggregation completed.,Success,0.909,320,40,0.01012,
AEL000524,WFR00143,4,A007,TOOL013,2026-02-23T12:48:01.711000,2026-02-23T12:48:02.005000,294,Can the sales manager grant a 22 percent discount?,Finance policy and request data evaluated.,Success,0.84,580,302,0.00949,
AEL000525,WFR00143,5,A010,TOOL008,2026-02-23T12:48:02.022000,2026-02-23T12:48:02.591000,569,Can the sales manager grant a 22 percent discount?,Human approval workflow created or resumed.,Success,0.866,408,344,0.00335,
AEL000526,WFR00143,6,A009,TOOL019,2026-02-23T12:48:02.635000,2026-02-23T12:48:03.052000,417,Can the sales manager grant a 22 percent discount?,Evidence-based explanation generated.,Success,0.81,656,276,0.00279,
AEL000527,WFR00144,1,A001,TOOL016,2026-05-14T09:01:00,2026-05-14T09:01:00.295000,295,Show my leave history.,Request classified and task plan created.,Success,0.793,394,386,0.00691,
AEL000528,WFR00144,2,A002,TOOL019,2026-05-14T09:01:00.359000,2026-05-14T09:01:00.463000,104,Show my leave history.,RBAC and resource-scope decision completed.,Success,0.801,579,360,0.00381,
AEL000529,WFR00144,3,A004,TOOL005,2026-05-14T09:01:00.510000,2026-05-14T09:01:00.882000,372,Show my leave history.,HR data query completed.,Success,0.973,373,53,0.00098,
AEL000530,WFR00144,4,A008,TOOL017,2026-05-14T09:01:00.933000,2026-05-14T09:01:01.746000,813,Show my leave history.,"Correctness, grounding, and safety validated.",Success,0.942,594,326,0.00041,
AEL000531,WFR00144,5,A009,TOOL019,2026-05-14T09:01:01.791000,2026-05-14T09:01:02.292000,501,Show my leave history.,Evidence-based explanation generated.,Success,0.971,587,383,0.01174,
AEL000532,WFR00145,1,A001,TOOL019,2026-01-11T08:00:00,2026-01-11T08:00:00.146000,146,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",Request classified and task plan created.,Success,0.826,780,401,0.01193,
AEL000533,WFR00145,2,A002,TOOL016,2026-01-11T08:00:00.160000,2026-01-11T08:00:00.790000,630,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",Access denied for permission ai.query.,Success,0.937,315,412,0.00889,
AEL000534,WFR00146,1,A001,TOOL016,2026-05-22T11:12:00,2026-05-22T11:12:00.199000,199,Reassign task after checking workload.,Request classified and task plan created.,Success,0.882,775,190,0.00105,
AEL000535,WFR00146,2,A002,TOOL016,2026-05-22T11:12:00.222000,2026-05-22T11:12:00.312000,90,Reassign task after checking workload.,RBAC and resource-scope decision completed.,Success,0.959,871,220,0.00345,
AEL000536,WFR00146,3,A004,TOOL002,2026-05-22T11:12:00.391000,2026-05-22T11:12:01.127000,736,Reassign task after checking workload.,HR data query completed.,Success,0.938,385,363,0.00513,
AEL000537,WFR00146,4,A005,TOOL019,2026-05-22T11:12:01.186000,2026-05-22T11:12:01.381000,195,Reassign task after checking workload.,Project and task data query completed.,Success,0.8,916,345,0.00847,
AEL000538,WFR00146,5,A008,TOOL017,2026-05-22T11:12:01.440000,2026-05-22T11:12:01.854000,414,Reassign task after checking workload.,"Correctness, grounding, and safety validated.",Success,0.87,747,291,0.01108,
AEL000539,WFR00146,6,A010,TOOL013,2026-05-22T11:12:01.929000,2026-05-22T11:12:02.504000,575,Reassign task after checking workload.,Human approval workflow created or resumed.,Success,0.96,409,217,0.00583,
AEL000540,WFR00146,7,A009,TOOL019,2026-05-22T11:12:02.520000,2026-05-22T11:12:02.670000,150,Reassign task after checking workload.,Evidence-based explanation generated.,Success,0.843,744,298,0.00317,
AEL000541,WFR00147,1,A001,TOOL016,2026-02-18T09:30:00,2026-02-18T09:30:00.655000,655,Summarize the risks for Titan Enterprise Data Warehouse.,Request classified and task plan created.,Success,0.916,427,156,0.01159,
AEL000542,WFR00147,2,A002,TOOL016,2026-02-18T09:30:00.684000,2026-02-18T09:30:00.954000,270,Summarize the risks for Titan Enterprise Data Warehouse.,RBAC and resource-scope decision completed.,Success,0.857,823,403,0.00048,
AEL000543,WFR00147,3,A005,TOOL019,2026-02-18T09:30:00.997000,2026-02-18T09:30:01.813000,816,Summarize the risks for Titan Enterprise Data Warehouse.,Project and task data query completed.,Success,0.807,869,98,0.01092,
AEL000544,WFR00147,4,A008,TOOL018,2026-02-18T09:30:01.851000,2026-02-18T09:30:02.226000,375,Summarize the risks for Titan Enterprise Data Warehouse.,"Correctness, grounding, and safety validated.",Success,0.981,355,183,0.01038,
AEL000545,WFR00147,5,A009,TOOL019,2026-02-18T09:30:02.265000,2026-02-18T09:30:02.591000,326,Summarize the risks for Titan Enterprise Data Warehouse.,Evidence-based explanation generated.,Success,0.867,429,44,0.00428,
AEL000546,WFR00148,1,A001,TOOL019,2026-07-20T14:59:00,2026-07-20T14:59:00.763000,763,Which project teams have workload above 100 percent?,Request classified and task plan created.,Success,0.93,649,403,0.00771,
AEL000547,WFR00148,2,A002,TOOL016,2026-07-20T14:59:00.788000,2026-07-20T14:59:01.540000,752,Which project teams have workload above 100 percent?,RBAC and resource-scope decision completed.,Success,0.929,545,322,0.00193,
AEL000548,WFR00148,3,A004,TOOL004,2026-07-20T14:59:01.566000,2026-07-20T14:59:01.678000,112,Which project teams have workload above 100 percent?,HR data query completed.,Success,0.869,214,101,0.00918,
AEL000549,WFR00148,4,A005,TOOL007,2026-07-20T14:59:01.716000,2026-07-20T14:59:01.867000,151,Which project teams have workload above 100 percent?,Project and task data query completed.,Success,0.839,147,256,0.00767,
AEL000550,WFR00148,5,A008,TOOL019,2026-07-20T14:59:01.890000,2026-07-20T14:59:02.782000,892,Which project teams have workload above 100 percent?,"Correctness, grounding, and safety validated.",Success,0.947,271,407,0.01054,
AEL000551,WFR00148,6,A009,TOOL019,2026-07-20T14:59:02.802000,2026-07-20T14:59:03.108000,306,Which project teams have workload above 100 percent?,Evidence-based explanation generated.,Success,0.868,442,103,0.0005,
AEL000552,WFR00149,1,A001,TOOL016,2026-08-08T16:24:00,2026-08-08T16:24:00.553000,553,What is the average salary in Engineering?,Request classified and task plan created.,Success,0.937,364,158,0.00931,
AEL000553,WFR00149,2,A002,TOOL019,2026-08-08T16:24:00.592000,2026-08-08T16:24:00.813000,221,What is the average salary in Engineering?,Access denied for permission employee.salary.read.,Success,0.98,525,408,0.00228,
AEL000554,WFR00150,1,A001,TOOL019,2026-01-26T12:34:00,2026-01-26T12:34:00.320000,320,Which project teams have workload above 100 percent?,Request classified and task plan created.,Success,0.943,449,56,0.0029,
AEL000555,WFR00150,2,A002,TOOL016,2026-01-26T12:34:00.331000,2026-01-26T12:34:00.518000,187,Which project teams have workload above 100 percent?,RBAC and resource-scope decision completed.,Success,0.799,411,373,0.00338,
AEL000556,WFR00150,3,A004,TOOL005,2026-01-26T12:34:00.568000,2026-01-26T12:34:00.703000,135,Which project teams have workload above 100 percent?,HR data query completed.,Success,0.824,217,162,0.0032,
AEL000557,WFR00150,4,A005,TOOL008,2026-01-26T12:34:00.779000,2026-01-26T12:34:01.576000,797,Which project teams have workload above 100 percent?,Project and task data query completed.,Success,0.86,167,225,0.00969,
AEL000558,WFR00150,5,A008,TOOL019,2026-01-26T12:34:01.615000,2026-01-26T12:34:02.587000,972,Which project teams have workload above 100 percent?,"Correctness, grounding, and safety validated.",Success,0.809,533,271,0.00671,
AEL000559,WFR00150,6,A009,TOOL019,2026-01-26T12:34:02.646000,2026-01-26T12:34:02.978000,332,Which project teams have workload above 100 percent?,Evidence-based explanation generated.,Success,0.872,538,212,0.00048,
AEL000560,WFR00151,1,A001,TOOL019,2026-07-22T09:43:00,2026-07-22T09:43:00.324000,324,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",Request classified and task plan created.,Success,0.952,839,257,0.0071,
AEL000561,WFR00151,2,A002,TOOL016,2026-07-22T09:43:00.366000,2026-07-22T09:43:00.947000,581,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",Access denied for permission ai.query.,Success,0.794,529,219,0.01188,
AEL000562,WFR00152,1,A001,TOOL016,2026-08-13T15:07:00,2026-08-13T15:07:00.101000,101,Which region has the highest sales and profit?,Request classified and task plan created.,Success,0.785,362,339,0.00692,
AEL000563,WFR00152,2,A002,TOOL016,2026-08-13T15:07:00.144000,2026-08-13T15:07:00.469000,325,Which region has the highest sales and profit?,RBAC and resource-scope decision completed.,Success,0.807,537,246,0.01095,
AEL000564,WFR00152,3,A006,TOOL019,2026-08-13T15:07:00.547000,2026-08-13T15:07:01.257000,710,Which region has the highest sales and profit?,Sales aggregation completed.,Success,0.782,610,213,0.00942,
AEL000565,WFR00152,4,A008,TOOL017,2026-08-13T15:07:01.282000,2026-08-13T15:07:01.783000,501,Which region has the highest sales and profit?,"Correctness, grounding, and safety validated.",Success,0.821,648,304,0.00532,
AEL000566,WFR00152,5,A009,TOOL019,2026-08-13T15:07:01.813000,2026-08-13T15:07:02.290000,477,Which region has the highest sales and profit?,Evidence-based explanation generated.,Success,0.821,293,101,0.00073,
AEL000567,WFR00153,1,A001,TOOL019,2026-08-01T12:05:00,2026-08-01T12:05:00.618000,618,Summarize sick leave by department.,Request classified and task plan created.,Success,0.859,289,276,0.00127,
AEL000568,WFR00153,2,A002,TOOL019,2026-08-01T12:05:00.657000,2026-08-01T12:05:01.034000,377,Summarize sick leave by department.,Access denied for permission leave.read_all.,Success,0.841,143,256,0.01059,
AEL000569,WFR00154,1,A001,TOOL016,2026-05-11T10:07:00,2026-05-11T10:07:00.814000,814,Which project teams have workload above 100 percent?,Request classified and task plan created.,Success,0.818,570,177,0.00439,
AEL000570,WFR00154,2,A002,TOOL016,2026-05-11T10:07:00.877000,2026-05-11T10:07:01.146000,269,Which project teams have workload above 100 percent?,RBAC and resource-scope decision completed.,Success,0.821,397,237,0.00209,
AEL000571,WFR00154,3,A004,TOOL001,2026-05-11T10:07:01.161000,2026-05-11T10:07:01.662000,501,Which project teams have workload above 100 percent?,HR data query completed.,Success,0.986,826,330,0.00268,
AEL000572,WFR00154,4,A005,TOOL008,2026-05-11T10:07:01.692000,2026-05-11T10:07:01.808000,116,Which project teams have workload above 100 percent?,Project and task data query completed.,Success,0.952,700,178,0.00635,
AEL000573,WFR00154,5,A008,TOOL018,2026-05-11T10:07:01.870000,2026-05-11T10:07:02.460000,590,Which project teams have workload above 100 percent?,"Correctness, grounding, and safety validated.",Success,0.803,350,218,0.00354,
AEL000574,WFR00154,6,A009,TOOL019,2026-05-11T10:07:02.523000,2026-05-11T10:07:03.263000,740,Which project teams have workload above 100 percent?,Evidence-based explanation generated.,Success,0.781,364,211,0.00378,
AEL000575,WFR00155,1,A001,TOOL019,2026-03-02T10:57:00,2026-03-02T10:57:00.530000,530,Check Project Atlas and identify overloaded team members.,Request classified and task plan created.,Success,0.868,515,406,0.00855,
AEL000576,WFR00155,2,A002,TOOL016,2026-03-02T10:57:00.558000,2026-03-02T10:57:01.003000,445,Check Project Atlas and identify overloaded team members.,RBAC and resource-scope decision completed.,Success,0.876,877,242,0.00836,
AEL000577,WFR00155,3,A004,TOOL003,2026-03-02T10:57:01.048000,2026-03-02T10:57:01.819000,771,Check Project Atlas and identify overloaded team members.,HR data query completed.,Success,0.955,494,366,0.00667,
AEL000578,WFR00155,4,A005,TOOL009,2026-03-02T10:57:01.891000,2026-03-02T10:57:02.494000,603,Check Project Atlas and identify overloaded team members.,Project and task data query completed.,Success,0.794,240,182,0.01098,
AEL000579,WFR00155,5,A008,TOOL019,2026-03-02T10:57:02.537000,2026-03-02T10:57:02.885000,348,Check Project Atlas and identify overloaded team members.,"Correctness, grounding, and safety validated.",Success,0.839,623,393,0.00366,
AEL000580,WFR00155,6,A009,TOOL019,2026-03-02T10:57:02.964000,2026-03-02T10:57:03.662000,698,Check Project Atlas and identify overloaded team members.,Evidence-based explanation generated.,Success,0.846,788,315,0.0016,
AEL000581,WFR00156,1,A001,TOOL019,2026-05-08T18:06:00,2026-05-08T18:06:00.177000,177,Compare sales channels in Q2 2026.,Request classified and task plan created.,Success,0.884,805,84,0.00975,
AEL000582,WFR00156,2,A002,TOOL016,2026-05-08T18:06:00.240000,2026-05-08T18:06:00.932000,692,Compare sales channels in Q2 2026.,RBAC and resource-scope decision completed.,Success,0.959,528,203,0.00152,
AEL000583,WFR00156,3,A006,TOOL011,2026-05-08T18:06:00.975000,2026-05-08T18:06:01.696000,721,Compare sales channels in Q2 2026.,Sales aggregation completed.,Success,0.902,173,74,0.00995,
AEL000584,WFR00156,4,A008,TOOL019,2026-05-08T18:06:01.764000,2026-05-08T18:06:03.083000,1319,Compare sales channels in Q2 2026.,"Correctness, grounding, and safety validated.",Success,0.83,528,120,0.00052,
AEL000585,WFR00156,5,A009,TOOL019,2026-05-08T18:06:03.110000,2026-05-08T18:06:03.643000,533,Compare sales channels in Q2 2026.,Evidence-based explanation generated.,Success,0.897,483,91,0.00617,
AEL000586,WFR00157,1,A001,TOOL019,2026-08-16T08:42:00,2026-08-16T08:42:00.632000,632,How many casual leave days are available?,Request classified and task plan created.,Success,0.905,843,52,0.00909,
AEL000587,WFR00157,2,A002,TOOL016,2026-08-16T08:42:00.708000,2026-08-16T08:42:01.174000,466,How many casual leave days are available?,RBAC and resource-scope decision completed.,Success,0.816,444,183,0.00151,
AEL000588,WFR00157,3,A003,TOOL019,2026-08-16T08:42:01.199000,2026-08-16T08:42:02.444000,1245,How many casual leave days are available?,Authorized document evidence retrieved.,Success,0.819,641,259,0.0043,
AEL000589,WFR00157,4,A008,TOOL018,2026-08-16T08:42:02.501000,2026-08-16T08:42:03.097000,596,How many casual leave days are available?,"Correctness, grounding, and safety validated.",Success,0.823,883,147,0.01152,
AEL000590,WFR00157,5,A009,TOOL019,2026-08-16T08:42:03.167000,2026-08-16T08:42:03.880000,713,How many casual leave days are available?,Evidence-based explanation generated.,Success,0.782,509,281,0.00571,
AEL000591,WFR00158,1,A001,TOOL019,2026-04-13T16:38:00,2026-04-13T16:38:00.825000,825,Route this discount exception.,Request classified and task plan created.,Success,0.911,638,78,0.00864,
AEL000592,WFR00158,2,A002,TOOL016,2026-04-13T16:38:00.843000,2026-04-13T16:38:01.489000,646,Route this discount exception.,RBAC and resource-scope decision completed.,Success,0.895,438,346,0.00571,
AEL000593,WFR00158,3,A006,TOOL011,2026-04-13T16:38:01.561000,2026-04-13T16:38:02.251000,690,Route this discount exception.,Sales aggregation completed.,Success,0.89,470,206,0.00667,
AEL000594,WFR00158,4,A007,TOOL012,2026-04-13T16:38:02.309000,2026-04-13T16:38:02.619000,310,Route this discount exception.,Finance policy and request data evaluated.,Success,0.929,579,395,0.00417,
AEL000595,WFR00158,5,A010,TOOL009,2026-04-13T16:38:02.679000,2026-04-13T16:38:02.886000,207,Route this discount exception.,Human approval workflow created or resumed.,Success,0.966,557,122,0.00365,
AEL000596,WFR00158,6,A009,TOOL019,2026-04-13T16:38:02.911000,2026-04-13T16:38:03.472000,561,Route this discount exception.,Evidence-based explanation generated.,Success,0.894,634,268,0.00337,
AEL000597,WFR00159,1,A001,TOOL019,2026-03-21T17:05:00,2026-03-21T17:05:00.424000,424,Check Project Atlas and identify overloaded team members.,Request classified and task plan created.,Success,0.881,275,170,0.00897,
AEL000598,WFR00159,2,A002,TOOL016,2026-03-21T17:05:00.496000,2026-03-21T17:05:01.182000,686,Check Project Atlas and identify overloaded team members.,RBAC and resource-scope decision completed.,Success,0.843,875,262,0.00789,
AEL000599,WFR00159,3,A004,TOOL001,2026-03-21T17:05:01.205000,2026-03-21T17:05:01.356000,151,Check Project Atlas and identify overloaded team members.,HR data query completed.,Success,0.962,316,280,0.01148,
AEL000600,WFR00159,4,A005,TOOL007,2026-03-21T17:05:01.426000,2026-03-21T17:05:02.084000,658,Check Project Atlas and identify overloaded team members.,Project and task data query completed.,Recovered,0.783,512,101,0.00364,transient_tool_timeout
AEL000601,WFR00159,5,A008,TOOL018,2026-03-21T17:05:02.161000,2026-03-21T17:05:02.830000,669,Check Project Atlas and identify overloaded team members.,"Correctness, grounding, and safety validated.",Success,0.957,897,75,0.0064,
AEL000602,WFR00159,6,A009,TOOL019,2026-03-21T17:05:02.895000,2026-03-21T17:05:03.466000,571,Check Project Atlas and identify overloaded team members.,Evidence-based explanation generated.,Success,0.943,489,214,0.01146,
AEL000603,WFR00160,1,A001,TOOL016,2026-06-03T08:36:00,2026-06-03T08:36:00.304000,304,What is the remote-work policy?,Request classified and task plan created.,Success,0.884,533,109,0.00546,
