workflow_run_id,workflow_definition_id,user_id,user_roles,original_query,input_modality,started_at,completed_at,status,security_decision,required_permission,requires_human_approval,approval_request_id,agent_route,final_answer_summary,evidence_sources,confidence_score,grounding_score,execution_time_ms,estimated_cost_usd,explanation_summary,error_type
WFR00372,WFD001,U0072,Employee,What is the remote-work policy?,text+csv,2026-07-23T13:13:00,2026-07-23T13:13:03.255000,Needs Human Review,ALLOW,ai.query,true,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC005,0.72,0.84,3255,0.0228,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00373,WFD006,U0161,Employee,Compare sales channels in Q2 2026.,text,2026-05-27T17:09:00,2026-05-27T17:09:03.487000,Needs Human Review,ALLOW,sales.read,true,,A001|A002|A006|A008|A009,The workflow completed with grounded evidence and an explainable result.,sales_orders.csv,0.831,0.795,3487,0.02453,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",low_confidence_or_grounding
WFR00374,WFD003,U0134,Employee,Which project teams have workload above 100 percent?,text,2026-06-10T12:21:00,2026-06-10T12:21:02.411000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.934,0.925,2411,0.02921,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00375,WFD004,U0157,Employee,What is the average salary in Engineering?,text,2026-02-02T13:50:00,2026-02-02T13:50:01.140000,Denied,DENY,employee.salary.read,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant employee.salary.read.,,1.0,1.0,1140,0.00831,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00376,WFD002,U0164,Employee,Summarize the risks for Titan Enterprise Data Warehouse.,text,2026-05-21T09:20:00,2026-05-21T09:20:03.515000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.793,0.834,3515,0.02872,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00377,WFD005,U0154,Employee,Move a deployment task to an available team member.,text,2026-08-12T10:19:00,2026-08-12T10:19:02.650000,Completed,ALLOW,project.read,true,APR00047,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.886,0.926,2650,0.03899,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00378,WFD003,U0174,Employee,Which project teams have workload above 100 percent?,text,2026-04-25T18:31:00,2026-04-25T18:31:02.684000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.96,0.872,2684,0.03138,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00379,WFD005,U0112,Employee,Move a deployment task to an available team member.,text,2026-07-13T10:25:00,2026-07-13T10:25:04.259000,Completed,ALLOW,project.read,true,APR00085,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.863,0.952,4259,0.0383,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00380,WFD003,U0148,Employee,Which project teams have workload above 100 percent?,text,2026-08-17T13:51:00,2026-08-17T13:51:03.859000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.753,0.986,3859,0.03098,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00381,WFD010,U0040,Employee,Show the salary access policy.,text+docx,2026-04-10T08:23:00,2026-04-10T08:23:01.165000,Denied,DENY,document.read_finance,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_finance.,DOC009,1.0,1.0,1165,0.01415,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00382,WFD010,U0120,Employee,Show the salary access policy.,text+pdf,2026-04-23T16:00:00,2026-04-23T16:00:00.556000,Denied,DENY,document.read_finance,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_finance.,DOC005,1.0,1.0,556,0.01715,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00383,WFD012,U0041,Employee,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",text+docx,2026-02-17T08:37:00,2026-02-17T08:37:01.076000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC006;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,1076,0.01808,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00384,WFD007,U0184,Employee,Route this discount exception.,text,2026-05-26T10:15:00,2026-05-26T10:15:03.520000,Completed,ALLOW,sales.read,true,APR00024,A001|A002|A006|A007|A010|A009,The requested action was analyzed and routed to the required human approver.,sales_orders.csv,0.861,0.819,3520,0.02784,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00385,WFD008,U0135,Employee,Show pending purchase approvals.,text,2026-08-28T11:12:00,2026-08-28T11:12:00.813000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,813,0.00563,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00386,WFD001,U0102,Employee,How many casual leave days are available?,text+pdf,2026-01-18T18:00:00,2026-01-18T18:00:03.567000,Completed,ALLOW,ai.query,false,,A001|A002|A003|A008|A009,The workflow completed with grounded evidence and an explainable result.,DOC006,0.771,0.852,3567,0.02399,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00387,WFD010,U0060,Employee,Show the salary access policy.,text+pdf,2026-06-27T12:44:00,2026-06-27T12:44:00.801000,Denied,DENY,document.read_finance,false,,A001|A002|A003|A008|A009,Access denied. Your assigned roles do not grant document.read_finance.,DOC005,1.0,1.0,801,0.01049,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00388,WFD008,U0102,Employee,Approve the purchase request according to policy.,text,2026-08-15T16:21:00,2026-08-15T16:21:00.570000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,570,0.02071,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00389,WFD008,U0007,Employee|Project_Manager,Show pending purchase approvals.,text,2026-02-23T14:00:00,2026-02-23T14:00:01.167000,Denied,DENY,finance.read,false,,A001|A002|A007|A010|A009,Access denied. Your assigned roles do not grant finance.read.,purchase_requests.csv,1.0,1.0,1167,0.01889,"Deterministic RBAC checked roles Employee, Project_Manager and denied the requested permission.",
WFR00390,WFD005,U0053,Employee,Reassign an overdue Atlas task from Alaa to another engineer.,text,2026-02-14T10:47:00,2026-02-14T10:47:03.243000,Completed,ALLOW,project.read,true,APR00134,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.823,0.925,3243,0.04846,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00391,WFD005,U0010,Employee,Reassign task after checking workload.,text,2026-02-06T16:38:00,2026-02-06T16:38:04.374000,Awaiting Approval,ALLOW,project.read,true,APR00040,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.7,0.827,4374,0.03515,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00392,WFD009,U0159,Employee,Approve a four-day leave request.,text,2026-01-12T12:22:00,2026-01-12T12:22:00.853000,Denied,DENY,leave.read_all,false,,A001|A002|A004|A008|A009,Access denied. Your assigned roles do not grant leave.read_all.,,1.0,1.0,853,0.01558,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00393,WFD003,U0086,Employee,Compare project risk with current team capacity.,text,2026-05-06T13:43:00,2026-05-06T13:43:03.096000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.805,0.911,3096,0.03989,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00394,WFD003,U0080,Employee,Check Project Atlas and identify overloaded team members.,text,2026-05-13T08:28:00,2026-05-13T08:28:03.024000,Completed,ALLOW,project.read,false,,A001|A002|A004|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.9,0.885,3024,0.04844,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00395,WFD002,U0199,Employee,Which tasks are overdue in Project Nova?,text,2026-05-25T10:51:00,2026-05-25T10:51:02.590000,Completed,ALLOW,project.read,false,,A001|A002|A005|A008|A009,The workflow completed with grounded evidence and an explainable result.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.816,0.819,2590,0.02796,"The coordinator selected the required domain agents; validation checked support, safety, and completeness.",
WFR00396,WFD011,U0068,Employee,Show current hallucination and pass rates.,text,2026-08-08T09:24:00,2026-08-08T09:24:00.881000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,881,0.00886,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00397,WFD011,U0093,Employee,Show current hallucination and pass rates.,text,2026-04-08T09:19:00,2026-04-08T09:19:00.579000,Denied,DENY,evaluation.read,false,,A001|A002|A011|A008|A009,Access denied. Your assigned roles do not grant evaluation.read.,,1.0,1.0,579,0.00415,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00398,WFD005,U0121,Employee,Move a deployment task to an available team member.,text,2026-03-02T12:55:00,2026-03-02T12:55:04.214000,Awaiting Approval,ALLOW,project.read,true,APR00198,A001|A002|A004|A005|A008|A010|A009,The requested action was analyzed and routed to the required human approver.,projects.csv|tasks.csv|employee_workload_snapshots.csv,0.979,0.8,4214,0.04922,"The workflow is high risk, so the system paused before changing enterprise data.",
WFR00399,WFD012,U0125,Employee,Analyze workforce capacity and sales performance for executives.,text,2026-05-09T09:44:00,2026-05-09T09:44:01.214000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC012;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,1214,0.01357,Deterministic RBAC checked roles Employee and denied the requested permission.,
WFR00400,WFD012,U0160,Employee,Create a cross-domain operational risk briefing.,text+docx,2026-06-13T17:11:00,2026-06-13T17:11:00.865000,Denied,DENY,ai.query,false,,A001|A002|A003|A004|A005|A006|A007|A008|A009,Access denied. Your assigned roles do not grant ai.query.,DOC002;projects.csv|tasks.csv|employee_workload_snapshots.csv;sales_orders.csv;purchase_requests.csv,1.0,1.0,865,0.00977,Deterministic RBAC checked roles Employee and denied the requested permission.,
